Date,id 539,id 541
1/8/16,5.3,17.1
1/9/16,5.5,17.3
1/10/16,5.5,17.3
1/11/16,5.5,17.3
1/12/16,5.6,17.3
1/13/16,5.8,17.4
1/14/16,6.3,18.9
1/15/16,6.6,20
1/16/16,6.9,20.4
1/17/16,7.1,20.8
1/18/16,7.2,22.1
1/19/16,7.3,22.5
1/20/16,7.8,23.8
1/21/16,7.8,23.9
1/22/16,7.9,24
1/23/16,8.3,25
1/24/16,8.6,25.9
1/25/16,8.6,26.1
1/26/16,8.6,26.2
1/27/16,8.6,26.3
1/28/16,8.6,26.3
1/29/16,8.7,26.5
1/30/16,8.6,28.1
1/31/16,9.1,28.7
2/1/16,10.1,29.4
2/2/16,10.1,29.4
2/3/16,10.2,29.4
2/4/16,10.2,29.7
2/5/16,10.2,29.7
2/6/16,10.2,29.7
2/7/16,10.2,29.7
2/8/16,10.2,29.7
2/9/16,10.2,29.7
2/10/16,10.2,29.7
2/11/16,10.2,29.7
2/12/16,10.2,29.7
2/13/16,10.2,29.7
2/14/16,10.2,29.7
2/15/16,10.2,29.7
2/16/16,10.2,29.7
2/17/16,10.2,29.8
2/18/16,10.3,31.1
2/19/16,10.9,32.6
2/20/16,10.9,33.4
2/21/16,10.9,33.5
2/22/16,10.9,33.5
2/23/16,10.9,33.5
2/24/16,10.9,33.6
2/25/16,10.9,33.6
2/26/16,10.8,33.6
2/27/16,10.7,33.6
2/28/16,10.5,33.6
2/29/16,10.4,33.6
3/1/16,10.3,33.6
3/2/16,10.1,33.6
3/3/16,9.8,33.6
3/4/16,9.5,33.6
3/5/16,9.4,35
3/6/16,9.7,36.8
3/7/16,10.3,38.7
3/8/16,10.5,39.3
3/9/16,10.7,39.4
3/10/16,10.8,39.9
3/11/16,10.9,40
3/12/16,10.9,40.7
3/13/16,10.9,42.2
3/14/16,11.3,45.4
3/15/16,11.6,46.1
3/16/16,11.6,46.1
3/17/16,11.5,46.1
3/18/16,11.3,46.1
3/19/16,11.1,46.1
3/20/16,10.9,46.2
3/21/16,10.6,47.1
3/22/16,10.8,48.8
3/23/16,10.9,48.8
3/24/16,10.9,48.8
3/25/16,10.8,48.8
3/26/16,10.5,48.9
3/27/16,9.9,48.9
3/28/16,9.3,49.1
3/29/16,9.7,50.3
3/30/16,9.7,50.3
3/31/16,9.8,50.3
4/1/16,9.5,50.3
4/2/16,8.8,50.3
4/3/16,7.9,50.3
4/4/16,6.8,50.3
4/5/16,6.2,50.3
4/6/16,5.2,50.3
4/7/16,4.1,50.3
4/8/16,2.8,50.2
4/9/16,1.8,50.1
4/10/16,1.5,50
4/11/16,0.9,49.9
4/12/16,0.4,49.7
4/13/16,0,49.5
4/14/16,0,49.2
4/15/16,0,49.6
4/16/16,0,49.6
4/17/16,0,49.6
4/18/16,0,49.5
4/19/16,0,49.4
4/20/16,0,49.4
4/21/16,0,49
4/22/16,0,48.4
4/23/16,1,49.9
4/24/16,0.7,49.9
4/25/16,0.4,49.9
4/26/16,0.5,50
4/27/16,0,50
4/28/16,0,50.1
4/29/16,0,50.2
4/30/16,0,50.3
5/1/16,0,50.5
5/2/16,0,50.5
5/3/16,0,50.6
5/4/16,0,50.7
5/5/16,0,50.7
5/6/16,0,50.9
5/7/16,0,50.8
5/8/16,0,50.6
5/9/16,0,50.5
5/10/16,0,49.4
5/11/16,0,48.5
5/12/16,0,47.9
5/13/16,0,47.4
5/14/16,0,46.6
5/15/16,0,45.4
5/16/16,0,44.7
5/17/16,0,44.2
5/18/16,0,43.6
5/19/16,0,42.8
5/20/16,0,41.9
5/21/16,0.4,42.4
5/22/16,0,42.1
5/23/16,0,42
5/24/16,0,42.1
5/25/16,0,42.3
5/26/16,0,42.2
5/27/16,0,42.1
5/28/16,0,41.9
5/29/16,0,41.4
5/30/16,0,40.7
5/31/16,0,39.6
6/1/16,0,38.3
6/2/16,0,37
6/3/16,0,35.5
6/4/16,0,34.4
6/5/16,0,32.5
6/6/16,0,31.3
6/7/16,0,29.9
6/8/16,0,27.9
6/9/16,0,26.3
6/10/16,0,24.8
6/11/16,0,23.8
6/12/16,0,23
6/13/16,0,22.2
6/14/16,0,21.2
6/15/16,0,20.5
6/16/16,0,20.4
6/17/16,0,19.5
6/18/16,0,18.6
6/19/16,0,17.1
6/20/16,0,15.9
6/21/16,0,14.4
6/22/16,0,12.8
6/23/16,0,11.1
6/24/16,0,9.6
6/25/16,0,7.8
6/26/16,0,5.8
6/27/16,0,4.1
6/28/16,0,2.7
6/29/16,0,1.9
6/30/16,0,1.1
7/1/16,0,0.7
7/2/16,0,0.3
7/3/16,0,0
7/4/16,0,0
7/5/16,0,0
7/6/16,0,0
7/7/16,0,0
7/8/16,0,0
7/9/16,0,0
7/10/16,0,0
7/11/16,0,0
7/12/16,0,0
7/13/16,0,0
7/14/16,0,0
7/15/16,0,0
7/16/16,0,0
7/17/16,0,0
7/18/16,0,0
7/19/16,0,0
7/20/16,0,0
7/21/16,0,0
7/22/16,0,0
7/23/16,0,0
7/24/16,0,0
7/25/16,0,0
7/26/16,0,0
7/27/16,0,0
7/28/16,0,0
7/29/16,0,0
7/30/16,0,0
7/31/16,0,0
8/1/16,0,0
8/2/16,0,0
8/3/16,0,0
8/4/16,0,0
8/5/16,0,0
8/6/16,0,0
8/7/16,0,0
8/8/16,0,0
8/9/16,0,0
8/10/16,0,0
8/11/16,0,0
8/12/16,0,0
8/13/16,0,0
8/14/16,0,0
8/15/16,0,0
8/16/16,0,0
8/17/16,0,0
8/18/16,0,0
8/19/16,0,0
8/20/16,0,0
8/21/16,0,0
8/22/16,0,0
8/23/16,0,0
8/24/16,0,0
8/25/16,0,0
8/26/16,0,0
8/27/16,0,0
8/28/16,0,0
8/29/16,0,0
8/30/16,0,0
8/31/16,0,0
9/1/16,0,0
9/2/16,0,0
9/3/16,0,0
9/4/16,0,0
9/5/16,0,0
9/6/16,0,0
9/7/16,0,0
9/8/16,0,0
9/9/16,0,0
9/10/16,0,0
9/11/16,0,0
9/12/16,0,0
9/13/16,0,0
9/14/16,0,0
9/15/16,0,0
9/16/16,0,0
9/17/16,0,0
9/18/16,0,0
9/19/16,0,0
9/20/16,0,0
9/21/16,0,0
9/22/16,0,0
9/23/16,0,0
9/24/16,0,0
9/25/16,0,0
9/26/16,0,0
9/27/16,0,0
9/28/16,0,0
9/29/16,0,0
9/30/16,0,0
10/1/16,0,0
10/2/16,0,0
10/3/16,0,0.3
10/4/16,0,0.3
10/5/16,0,0.2
10/6/16,0,0.2
10/7/16,0,0.1
10/8/16,0,0
10/9/16,0,0
10/10/16,0,0
10/11/16,0,0
10/12/16,0,0
10/13/16,0,0
10/14/16,0,0
10/15/16,0,0
10/16/16,0,0.8
10/17/16,0,2.7
10/18/16,0,3.1
10/19/16,0,3
10/20/16,0,3
10/21/16,0,3
10/22/16,0,2.8
10/23/16,0,2.7
10/24/16,0,2.5
10/25/16,0,2.3
10/26/16,0,2.1
10/27/16,0,2
10/28/16,0,1.4
10/29/16,0,0.9
10/30/16,0,0.4
10/31/16,0.5,1.9
11/1/16,0,2.3
11/2/16,0,2.6
11/3/16,0,2.6
11/4/16,0,2.6
11/5/16,0,2.6
11/6/16,0,2.6
11/7/16,0,2.4
11/8/16,0,2.4
11/9/16,0,2.2
11/10/16,0,2.1
11/11/16,0,1.9
11/12/16,0,1.7
11/13/16,0,1.5
11/14/16,0,1.5
11/15/16,0,1.5
11/16/16,0,1.7
11/17/16,0,1.7
11/18/16,0,2
11/19/16,0,2.6
11/20/16,0.3,4.7
11/21/16,0.4,5.2
11/22/16,0.5,5.3
11/23/16,0.5,5.3
11/24/16,0.7,5.7
11/25/16,0.7,5.9
11/26/16,0.7,5.9
11/27/16,0.8,6.1
11/28/16,1.1,6.8
11/29/16,1.1,6.8
11/30/16,1.1,6.8
12/1/16,1.1,6.8
12/2/16,1.1,6.8
12/3/16,1.2,6.8
12/4/16,1.2,6.8
12/5/16,1.2,6.8
12/6/16,1.2,6.8
12/7/16,1.2,6.8
12/8/16,1.6,7.4
12/9/16,1.7,7.9
12/10/16,1.1,7.9
12/11/16,0.8,9.4
12/12/16,0.5,9.4
12/13/16,0,9.4
12/14/16,0,9.6
12/15/16,0,9.6
12/16/16,0,11.1
12/17/16,0.2,11.3
12/18/16,0.2,11.3
12/19/16,0.2,11.3
12/20/16,0.3,11.3
12/21/16,0.3,11.4
12/22/16,0.5,11.5
12/23/16,0.5,11.5
12/24/16,1.2,12.5
12/25/16,1.2,12.6
12/26/16,1.2,12.6
12/27/16,1.2,12.6
12/28/16,1.2,12.6
12/29/16,1.2,12.6
12/30/16,1.1,12.6
12/31/16,1.1,12.6
1/1/17,1,12.6
1/2/17,1.1,12.7
1/3/17,1.6,13.9
1/4/17,2.6,16.2
1/5/17,5.2,20.2
1/6/17,5.5,20.5
1/7/17,5.7,20.7
1/8/17,6.3,22.6
1/9/17,6.6,27.4
1/10/17,7.2,29.4
1/11/17,10.1,34.8
1/12/17,10.8,36
1/13/17,11.2,36.2
1/14/17,11.2,36.2
1/15/17,11.2,36.2
1/16/17,11.2,36.2
1/17/17,11.2,36.2
1/18/17,11.3,36.2
1/19/17,11.9,37.5
1/20/17,12.7,38.6
1/21/17,13.5,40
1/22/17,14,40.5
1/23/17,15.9,42.9
1/24/17,16.2,43.1
1/25/17,16.2,43.1
1/26/17,16.2,43.1
1/27/17,16.1,43.1
1/28/17,16,43.1
1/29/17,15.9,43.1
1/30/17,15.7,43.1
1/31/17,15.6,43.1
2/1/17,15.4,43.1
2/2/17,15.2,43.1
2/3/17,15.4,43.7
2/4/17,16.7,46
2/5/17,16.8,46.8
2/6/17,17.2,47.7
2/7/17,18,50.1
2/8/17,18.1,52.2
2/9/17,18.1,53.8
2/10/17,18.4,56.6
2/11/17,19.2,58.3
2/12/17,19.2,58.6
2/13/17,19.2,58.6
2/14/17,19.2,58.6
2/15/17,19.2,58.6
2/16/17,19.2,58.6
2/17/17,19.2,59.6
2/18/17,19.9,60.4
2/19/17,20,60.8
2/20/17,20.2,61.5
2/21/17,22.6,66.1
2/22/17,24.5,68.8
2/23/17,24.5,69.3
2/24/17,24.5,69.5
2/25/17,24.5,69.6
2/26/17,24.5,69.7
2/27/17,24.5,70.2
2/28/17,24.5,70.2
3/1/17,24.5,70.2
3/2/17,24.5,70.2
3/3/17,24.5,70.2
3/4/17,24.5,70.2
3/5/17,24.5,71.2
3/6/17,24.9,73
3/7/17,25.1,73.4
3/8/17,25,73.4
3/9/17,24.9,73.4
3/10/17,24.7,73.4
3/11/17,24.6,73.3
3/12/17,24.3,73.3
3/13/17,24.3,73.2
3/14/17,24.3,73.2
3/15/17,24.2,73.2
3/16/17,24.2,73.2
3/17/17,24.1,73.2
3/18/17,24,73.2
3/19/17,23.8,73.2
3/20/17,23.4,73.2
3/21/17,23.2,73.3
3/22/17,23.6,74.4
3/23/17,23.6,74.7
3/24/17,23.6,74.7
3/25/17,23.8,75.5
3/26/17,23.8,75.7
3/27/17,24.2,76.1
3/28/17,24.4,76.5
3/29/17,24.3,76.5
3/30/17,24,76.5
3/31/17,24.4,77
4/1/17,24.5,77
4/2/17,24.1,77.2
4/3/17,23.8,77.2
4/4/17,23.6,77.2
4/5/17,23.3,77.2
4/6/17,22.9,77.2
4/7/17,23.4,78.3
4/8/17,24.5,80.8
4/9/17,25.2,81.7
4/10/17,25.2,81.7
4/11/17,25.2,81.7
4/12/17,25.3,81.8
4/13/17,25.6,82.9
4/14/17,26.4,84.7
4/15/17,26.4,84.7
4/16/17,26.3,84.7
4/17/17,26.3,85.4
4/18/17,25.6,86.1
4/19/17,25,86.1
4/20/17,24.7,86.1
4/21/17,24.5,86.1
4/22/17,24,86.1
4/23/17,23.4,86.1
4/24/17,22.8,86.3
4/25/17,22.7,86.5
4/26/17,22.2,86.5
4/27/17,21.6,86.5
4/28/17,20.6,86.4
4/29/17,20.4,86.4
4/30/17,19.8,86.3
5/1/17,18.8,86.1
5/2/17,17.9,85.9
5/3/17,17.1,85.7
5/4/17,16,85.4
5/5/17,14.8,84.9
5/6/17,13.1,84.4
5/7/17,13.4,84.9
5/8/17,13,84.7
5/9/17,12.5,85
5/10/17,11.4,84.7
5/11/17,10.1,84.3
5/12/17,8.1,84
5/13/17,6.8,83.4
5/14/17,5.4,83.4
5/15/17,5.2,83.3
5/16/17,4.4,83.1
5/17/17,3.6,82.9
5/18/17,2.9,82.5
5/19/17,2.8,81.4
5/20/17,2.4,80
5/21/17,1.8,78
5/22/17,1.6,76.2
5/23/17,1.2,75.3
5/24/17,0.8,74.5
5/25/17,0,73.6
5/26/17,0,72.7
5/27/17,0,72
5/28/17,0,71.7
5/29/17,0,71
5/30/17,0,70.2
5/31/17,0,69.1
6/1/17,0,68.2
6/2/17,0,67.6
6/3/17,0,67.1
6/4/17,0,66.4
6/5/17,0,65.9
6/6/17,0,65.4
6/7/17,0,64.9
6/8/17,0,64.2
6/9/17,0,63.6
6/10/17,0,62.7
6/11/17,0,62.3
6/12/17,0,62
6/13/17,0,62.1
6/14/17,0,61.7
6/15/17,0,61
6/16/17,0,60.5
6/17/17,0,59.6
6/18/17,0,58.1
6/19/17,0,56.9
6/20/17,0,54.9
6/21/17,0,53.1
6/22/17,0,51.4
6/23/17,0,49.8
6/24/17,0,48.3
6/25/17,0,46.5
6/26/17,0,44.6
6/27/17,0,42.9
6/28/17,0,41.6
6/29/17,0,40.6
6/30/17,0,39.7
7/1/17,0,38.4
7/2/17,0,36.8
7/3/17,0,35
7/4/17,0,33.3
7/5/17,0,31.4
7/6/17,0,29.8
7/7/17,0,28
7/8/17,0,26
7/9/17,0,24
7/10/17,0,21.9
7/11/17,0,20
7/12/17,0,18.4
7/13/17,0,16.6
7/14/17,0,14.6
7/15/17,0,12.6
7/16/17,0,10.9
7/17/17,0,9.3
7/18/17,0,7.7
7/19/17,0,6.2
7/20/17,0,4.8
7/21/17,0,3.3
7/22/17,0,2.4
7/23/17,0,1
7/24/17,0,0.3
7/25/17,0,0
7/26/17,0,0
7/27/17,0,0
7/28/17,0,0
7/29/17,0,0
7/30/17,0,0
7/31/17,0,0
8/1/17,0,0
8/2/17,0,0
8/3/17,0,0
8/4/17,0,0
8/5/17,0,0
8/6/17,0,0
8/7/17,0,0
8/8/17,0,0
8/9/17,0,0
8/10/17,0,0
8/11/17,0,0
8/12/17,0,0
8/13/17,0,0
8/14/17,0,0
8/15/17,0,0
8/16/17,0,0
8/17/17,0,0
8/18/17,0,0
8/19/17,0,0
8/20/17,0,0
8/21/17,0,0
8/22/17,0,0
8/23/17,0,0
8/24/17,0,0
8/25/17,0,0
8/26/17,0,0
8/27/17,0,0
8/28/17,0,0
8/29/17,0,0
8/30/17,0,0
8/31/17,0,0
9/1/17,0,0
9/2/17,0,0
9/3/17,0,0
9/4/17,0,0
9/5/17,0,0
9/6/17,0,0
9/7/17,0,0
9/8/17,0,0
9/9/17,0,0
9/10/17,0,0
9/11/17,0,0
9/12/17,0,0
9/13/17,0,0
9/14/17,0,0
9/15/17,0,0
9/16/17,0,0
9/17/17,0,0
9/18/17,0,0
9/19/17,0,0
9/20/17,0,0
9/21/17,0,0.1
9/22/17,0.2,0.5
9/23/17,0.1,0.7
9/24/17,0,0.8
9/25/17,0,0.7
9/26/17,0,0.5
9/27/17,0,0.4
9/28/17,0,0.3
9/29/17,0,0.2
9/30/17,0,0
